representative,n,g,avoidance,certificate_avoidance,status,seconds,stdout
18457632,11,84204,39832596,39832596,PASS,0.007745,tau=18457632 n=11 g_3=84204 Av_11=39832596
18457632,12,2425842,476575758,476575758,PASS,0.210260,tau=18457632 n=12 g_4=2425842 Av_12=476575758
18463572,11,84378,39832422,39832422,PASS,0.008137,tau=18463572 n=11 g_3=84378 Av_11=39832422
18463572,12,2434832,476566768,476566768,PASS,0.219615,tau=18463572 n=12 g_4=2434832 Av_12=476566768
18463752,11,84466,39832334,39832334,PASS,0.007998,tau=18463752 n=11 g_3=84466 Av_11=39832334
18463752,12,2439395,476562205,476562205,PASS,0.146947,tau=18463752 n=12 g_4=2439395 Av_12=476562205
18465372,11,84384,39832416,39832416,PASS,0.007076,tau=18465372 n=11 g_3=84384 Av_11=39832416
18465372,12,2435453,476566147,476566147,PASS,0.150723,tau=18465372 n=12 g_4=2435453 Av_12=476566147
18465732,11,84201,39832599,39832599,PASS,0.010775,tau=18465732 n=11 g_3=84201 Av_11=39832599
18465732,12,2425531,476576069,476576069,PASS,0.193440,tau=18465732 n=12 g_4=2425531 Av_12=476576069
18467352,11,84374,39832426,39832426,PASS,0.006925,tau=18467352 n=11 g_3=84374 Av_11=39832426
18467352,12,2434385,476567215,476567215,PASS,0.145762,tau=18467352 n=12 g_4=2434385 Av_12=476567215
18467532,11,84287,39832513,39832513,PASS,0.007097,tau=18467532 n=11 g_3=84287 Av_11=39832513
18467532,12,2429916,476571684,476571684,PASS,0.190983,tau=18467532 n=12 g_4=2429916 Av_12=476571684
18473562,11,84464,39832336,39832336,PASS,0.007244,tau=18473562 n=11 g_3=84464 Av_11=39832336
18473562,12,2439208,476562392,476562392,PASS,0.153280,tau=18473562 n=12 g_4=2439208 Av_12=476562392
18473652,11,84386,39832414,39832414,PASS,0.006848,tau=18473652 n=11 g_3=84386 Av_11=39832414
18473652,12,2435576,476566024,476566024,PASS,0.144680,tau=18473652 n=12 g_4=2435576 Av_12=476566024
18475362,11,84550,39832250,39832250,PASS,0.008872,tau=18475362 n=11 g_3=84550 Av_11=39832250
18475362,12,2443601,476557999,476557999,PASS,0.162251,tau=18475362 n=12 g_4=2443601 Av_12=476557999
18475632,11,84287,39832513,39832513,PASS,0.006947,tau=18475632 n=11 g_3=84287 Av_11=39832513
18475632,12,2429924,476571676,476571676,PASS,0.151303,tau=18475632 n=12 g_4=2429924 Av_12=476571676
18476352,11,84461,39832339,39832339,PASS,0.007675,tau=18476352 n=11 g_3=84461 Av_11=39832339
18476352,12,2438889,476562711,476562711,PASS,0.160564,tau=18476352 n=12 g_4=2438889 Av_12=476562711
18476532,11,84206,39832594,39832594,PASS,0.006972,tau=18476532 n=11 g_3=84206 Av_11=39832594
18476532,12,2425999,476575601,476575601,PASS,0.152962,tau=18476532 n=12 g_4=2425999 Av_12=476575601
18543672,11,84210,39832590,39832590,PASS,0.007629,tau=18543672 n=11 g_3=84210 Av_11=39832590
18543672,12,2426491,476575109,476575109,PASS,0.202369,tau=18543672 n=12 g_4=2426491 Av_12=476575109
18543762,11,84210,39832590,39832590,PASS,0.008010,tau=18543762 n=11 g_3=84210 Av_11=39832590
18543762,12,2426489,476575111,476575111,PASS,0.158059,tau=18543762 n=12 g_4=2426489 Av_12=476575111
18546372,11,84382,39832418,39832418,PASS,0.008097,tau=18546372 n=11 g_3=84382 Av_11=39832418
18546372,12,2435251,476566349,476566349,PASS,0.225834,tau=18546372 n=12 g_4=2435251 Av_12=476566349
18546732,11,84204,39832596,39832596,PASS,0.008083,tau=18546732 n=11 g_3=84204 Av_11=39832596
18546732,12,2425844,476575756,476575756,PASS,0.161051,tau=18546732 n=12 g_4=2425844 Av_12=476575756
18547362,11,84386,39832414,39832414,PASS,0.007013,tau=18547362 n=11 g_3=84386 Av_11=39832414
18547362,12,2435594,476566006,476566006,PASS,0.153511,tau=18547362 n=12 g_4=2435594 Av_12=476566006
18547632,11,84206,39832594,39832594,PASS,0.010479,tau=18547632 n=11 g_3=84206 Av_11=39832594
18547632,12,2426022,476575578,476575578,PASS,0.189688,tau=18547632 n=12 g_4=2426022 Av_12=476575578
18563472,11,84297,39832503,39832503,PASS,0.008778,tau=18563472 n=11 g_3=84297 Av_11=39832503
18563472,12,2430938,476570662,476570662,PASS,0.159454,tau=18563472 n=12 g_4=2430938 Av_12=476570662
18563742,11,84374,39832426,39832426,PASS,0.008082,tau=18563742 n=11 g_3=84374 Av_11=39832426
18563742,12,2434392,476567208,476567208,PASS,0.182933,tau=18563742 n=12 g_4=2434392 Av_12=476567208
18564372,11,84296,39832504,39832504,PASS,0.007027,tau=18564372 n=11 g_3=84296 Av_11=39832504
18564372,12,2430887,476570713,476570713,PASS,0.153884,tau=18564372 n=12 g_4=2430887 Av_12=476570713
18564732,11,84287,39832513,39832513,PASS,0.009639,tau=18564732 n=11 g_3=84287 Av_11=39832513
18564732,12,2429910,476571690,476571690,PASS,0.154937,tau=18564732 n=12 g_4=2429910 Av_12=476571690
18567342,11,84018,39832782,39832782,PASS,0.007313,tau=18567342 n=11 g_3=84018 Av_11=39832782
18567342,12,2415642,476585958,476585958,PASS,0.165985,tau=18567342 n=12 g_4=2415642 Av_12=476585958
18567432,11,84019,39832781,39832781,PASS,0.007642,tau=18567432 n=11 g_3=84019 Av_11=39832781
18567432,12,2415730,476585870,476585870,PASS,0.167146,tau=18567432 n=12 g_4=2415730 Av_12=476585870
18573642,11,84455,39832345,39832345,PASS,0.007402,tau=18573642 n=11 g_3=84455 Av_11=39832345
18573642,12,2438273,476563327,476563327,PASS,0.150455,tau=18573642 n=12 g_4=2438273 Av_12=476563327
18574362,11,84461,39832339,39832339,PASS,0.007115,tau=18574362 n=11 g_3=84461 Av_11=39832339
18574362,12,2438888,476562712,476562712,PASS,0.155680,tau=18574362 n=12 g_4=2438888 Av_12=476562712
18574632,11,84279,39832521,39832521,PASS,0.008345,tau=18574632 n=11 g_3=84279 Av_11=39832521
18574632,12,2429084,476572516,476572516,PASS,0.168672,tau=18574632 n=12 g_4=2429084 Av_12=476572516
18576342,11,84194,39832606,39832606,PASS,0.008158,tau=18576342 n=11 g_3=84194 Av_11=39832606
18576342,12,2424834,476576766,476576766,PASS,0.178629,tau=18576342 n=12 g_4=2424834 Av_12=476576766
18576432,11,84192,39832608,39832608,PASS,0.007087,tau=18576432 n=11 g_3=84192 Av_11=39832608
18576432,12,2424619,476576981,476576981,PASS,0.153622,tau=18576432 n=12 g_4=2424619 Av_12=476576981
18645372,11,84294,39832506,39832506,PASS,0.007464,tau=18645372 n=11 g_3=84294 Av_11=39832506
18645372,12,2430693,476570907,476570907,PASS,0.160315,tau=18645372 n=12 g_4=2430693 Av_12=476570907
18645732,11,84287,39832513,39832513,PASS,0.010460,tau=18645732 n=11 g_3=84287 Av_11=39832513
18645732,12,2429936,476571664,476571664,PASS,0.181295,tau=18645732 n=12 g_4=2429936 Av_12=476571664
18647352,11,84458,39832342,39832342,PASS,0.007097,tau=18647352 n=11 g_3=84458 Av_11=39832342
18647352,12,2438597,476563003,476563003,PASS,0.151613,tau=18647352 n=12 g_4=2438597 Av_12=476563003
18647532,11,84281,39832519,39832519,PASS,0.008467,tau=18647532 n=11 g_3=84281 Av_11=39832519
18647532,12,2429285,476572315,476572315,PASS,0.171709,tau=18647532 n=12 g_4=2429285 Av_12=476572315
18654372,11,84203,39832597,39832597,PASS,0.007619,tau=18654372 n=11 g_3=84203 Av_11=39832597
18654372,12,2425783,476575817,476575817,PASS,0.158783,tau=18654372 n=12 g_4=2425783 Av_12=476575817
18654732,11,84207,39832593,39832593,PASS,0.007145,tau=18654732 n=11 g_3=84207 Av_11=39832593
18654732,12,2426120,476575480,476575480,PASS,0.208834,tau=18654732 n=12 g_4=2426120 Av_12=476575480
18657342,11,84194,39832606,39832606,PASS,0.006644,tau=18657342 n=11 g_3=84194 Av_11=39832606
18657342,12,2424845,476576755,476576755,PASS,0.154460,tau=18657342 n=12 g_4=2424845 Av_12=476576755
18657432,11,84193,39832607,39832607,PASS,0.010411,tau=18657432 n=11 g_3=84193 Av_11=39832607
18657432,12,2424708,476576892,476576892,PASS,0.227531,tau=18657432 n=12 g_4=2424708 Av_12=476576892
18674532,11,84016,39832784,39832784,PASS,0.012830,tau=18674532 n=11 g_3=84016 Av_11=39832784
18674532,12,2415422,476586178,476586178,PASS,0.159798,tau=18674532 n=12 g_4=2415422 Av_12=476586178
18675342,11,84018,39832782,39832782,PASS,0.007455,tau=18675342 n=11 g_3=84018 Av_11=39832782
18675342,12,2415623,476585977,476585977,PASS,0.155011,tau=18675342 n=12 g_4=2415623 Av_12=476585977
18675432,11,84014,39832786,39832786,PASS,0.010771,tau=18675432 n=11 g_3=84014 Av_11=39832786
18675432,12,2415206,476586394,476586394,PASS,0.170994,tau=18675432 n=12 g_4=2415206 Av_12=476586394
18745632,11,84019,39832781,39832781,PASS,0.007123,tau=18745632 n=11 g_3=84019 Av_11=39832781
18745632,12,2415749,476585851,476585851,PASS,0.231382,tau=18745632 n=12 g_4=2415749 Av_12=476585851
18746532,11,84197,39832603,39832603,PASS,0.007891,tau=18746532 n=11 g_3=84197 Av_11=39832603
18746532,12,2425079,476576521,476576521,PASS,0.232809,tau=18746532 n=12 g_4=2425079 Av_12=476576521
18754632,11,84197,39832603,39832603,PASS,0.008966,tau=18754632 n=11 g_3=84197 Av_11=39832603
18754632,12,2425096,476576504,476576504,PASS,0.159987,tau=18754632 n=12 g_4=2425096 Av_12=476576504
18756432,11,84016,39832784,39832784,PASS,0.007540,tau=18756432 n=11 g_3=84016 Av_11=39832784
18756432,12,2415418,476586182,476586182,PASS,0.159465,tau=18756432 n=12 g_4=2415418 Av_12=476586182
23145786,11,84101,39832699,39832699,PASS,0.007486,tau=23145786 n=11 g_3=84101 Av_11=39832699
23145786,12,2419681,476581919,476581919,PASS,0.161927,tau=23145786 n=12 g_4=2419681 Av_12=476581919
23146785,11,84104,39832696,39832696,PASS,0.007022,tau=23146785 n=11 g_3=84104 Av_11=39832696
23146785,12,2420039,476581561,476581561,PASS,0.145105,tau=23146785 n=12 g_4=2420039 Av_12=476581561
23146857,11,84184,39832616,39832616,PASS,0.007136,tau=23146857 n=11 g_3=84184 Av_11=39832616
23146857,12,2423848,476577752,476577752,PASS,0.183181,tau=23146857 n=12 g_4=2423848 Av_12=476577752
23146875,11,84186,39832614,39832614,PASS,0.008134,tau=23146875 n=11 g_3=84186 Av_11=39832614
23146875,12,2424045,476577555,476577555,PASS,0.205509,tau=23146875 n=12 g_4=2424045 Av_12=476577555
23147685,11,84186,39832614,39832614,PASS,0.007114,tau=23147685 n=11 g_3=84186 Av_11=39832614
23147685,12,2424043,476577557,476577557,PASS,0.149864,tau=23147685 n=12 g_4=2424043 Av_12=476577557
23147856,11,84103,39832697,39832697,PASS,0.007861,tau=23147856 n=11 g_3=84103 Av_11=39832697
23147856,12,2419940,476581660,476581660,PASS,0.151825,tau=23147856 n=12 g_4=2419940 Av_12=476581660
23147865,11,84102,39832698,39832698,PASS,0.010376,tau=23147865 n=11 g_3=84102 Av_11=39832698
23147865,12,2419844,476581756,476581756,PASS,0.203102,tau=23147865 n=12 g_4=2419844 Av_12=476581756
23148675,11,84100,39832700,39832700,PASS,0.013105,tau=23148675 n=11 g_3=84100 Av_11=39832700
23148675,12,2419649,476581951,476581951,PASS,0.183276,tau=23148675 n=12 g_4=2419649 Av_12=476581951
23154786,11,84101,39832699,39832699,PASS,0.012505,tau=23154786 n=11 g_3=84101 Av_11=39832699
23154786,12,2419681,476581919,476581919,PASS,0.148423,tau=23154786 n=12 g_4=2419681 Av_12=476581919
23156784,11,84024,39832776,39832776,PASS,0.011170,tau=23156784 n=11 g_3=84024 Av_11=39832776
23156784,12,2416287,476585313,476585313,PASS,0.163301,tau=23156784 n=12 g_4=2416287 Av_12=476585313
23156847,11,84283,39832517,39832517,PASS,0.006843,tau=23156847 n=11 g_3=84283 Av_11=39832517
23156847,12,2429574,476572026,476572026,PASS,0.151765,tau=23156847 n=12 g_4=2429574 Av_12=476572026
23156874,11,84114,39832686,39832686,PASS,0.008009,tau=23156874 n=11 g_3=84114 Av_11=39832686
23156874,12,2421080,476580520,476580520,PASS,0.148551,tau=23156874 n=12 g_4=2421080 Av_12=476580520
23157486,11,84285,39832515,39832515,PASS,0.007428,tau=23157486 n=11 g_3=84285 Av_11=39832515
23157486,12,2429714,476571886,476571886,PASS,0.162880,tau=23157486 n=12 g_4=2429714 Av_12=476571886
23157684,11,84112,39832688,39832688,PASS,0.009295,tau=23157684 n=11 g_3=84112 Av_11=39832688
23157684,12,2420885,476580715,476580715,PASS,0.149414,tau=23157684 n=12 g_4=2420885 Av_12=476580715
23157846,11,84201,39832599,39832599,PASS,0.007232,tau=23157846 n=11 g_3=84201 Av_11=39832599
23157846,12,2425562,476576038,476576038,PASS,0.198536,tau=23157846 n=12 g_4=2425562 Av_12=476576038
23157864,11,84198,39832602,39832602,PASS,0.007438,tau=23157864 n=11 g_3=84198 Av_11=39832602
23157864,12,2425281,476576319,476576319,PASS,0.147634,tau=23157864 n=12 g_4=2425281 Av_12=476576319
23158467,11,84283,39832517,39832517,PASS,0.007520,tau=23158467 n=11 g_3=84283 Av_11=39832517
23158467,12,2429518,476572082,476572082,PASS,0.213229,tau=23158467 n=12 g_4=2429518 Av_12=476572082
23158476,11,84201,39832599,39832599,PASS,0.007036,tau=23158476 n=11 g_3=84201 Av_11=39832599
23158476,12,2425478,476576122,476576122,PASS,0.155432,tau=23158476 n=12 g_4=2425478 Av_12=476576122
23158647,11,84368,39832432,39832432,PASS,0.007078,tau=23158647 n=11 g_3=84368 Av_11=39832432
23158647,12,2433874,476567726,476567726,PASS,0.169649,tau=23158647 n=12 g_4=2433874 Av_12=476567726
23158674,11,84198,39832602,39832602,PASS,0.006999,tau=23158674 n=11 g_3=84198 Av_11=39832602
23158674,12,2425279,476576321,476576321,PASS,0.154851,tau=23158674 n=12 g_4=2425279 Av_12=476576321
23158746,11,84283,39832517,39832517,PASS,0.007517,tau=23158746 n=11 g_3=84283 Av_11=39832517
23158746,12,2429574,476572026,476572026,PASS,0.167338,tau=23158746 n=12 g_4=2429574 Av_12=476572026
23158764,11,84116,39832684,39832684,PASS,0.007059,tau=23158764 n=11 g_3=84116 Av_11=39832684
23158764,12,2421210,476580390,476580390,PASS,0.147573,tau=23158764 n=12 g_4=2421210 Av_12=476580390
23165784,11,84114,39832686,39832686,PASS,0.007393,tau=23165784 n=11 g_3=84114 Av_11=39832686
23165784,12,2421080,476580520,476580520,PASS,0.145858,tau=23165784 n=12 g_4=2421080 Av_12=476580520
23165847,11,84201,39832599,39832599,PASS,0.007190,tau=23165847 n=11 g_3=84201 Av_11=39832599
23165847,12,2425526,476576074,476576074,PASS,0.152350,tau=23165847 n=12 g_4=2425526 Av_12=476576074
23165874,11,84115,39832685,39832685,PASS,0.007057,tau=23165874 n=11 g_3=84115 Av_11=39832685
23165874,12,2421176,476580424,476580424,PASS,0.143536,tau=23165874 n=12 g_4=2421176 Av_12=476580424
23167485,11,84201,39832599,39832599,PASS,0.006926,tau=23167485 n=11 g_3=84201 Av_11=39832599
23167485,12,2425606,476575994,476575994,PASS,0.145978,tau=23167485 n=12 g_4=2425606 Av_12=476575994
23167584,11,84198,39832602,39832602,PASS,0.007336,tau=23167584 n=11 g_3=84198 Av_11=39832602
23167584,12,2425309,476576291,476576291,PASS,0.143208,tau=23167584 n=12 g_4=2425309 Av_12=476576291
23167845,11,84024,39832776,39832776,PASS,0.007321,tau=23167845 n=11 g_3=84024 Av_11=39832776
23167845,12,2416331,476585269,476585269,PASS,0.151659,tau=23167845 n=12 g_4=2416331 Av_12=476585269
23167854,11,84024,39832776,39832776,PASS,0.006834,tau=23167854 n=11 g_3=84024 Av_11=39832776
23167854,12,2416331,476585269,476585269,PASS,0.164377,tau=23167854 n=12 g_4=2416331 Av_12=476585269
23168475,11,84285,39832515,39832515,PASS,0.010031,tau=23168475 n=11 g_3=84285 Av_11=39832515
23168475,12,2429761,476571839,476571839,PASS,0.174594,tau=23168475 n=12 g_4=2429761 Av_12=476571839
23168547,11,84283,39832517,39832517,PASS,0.007119,tau=23168547 n=11 g_3=84283 Av_11=39832517
23168547,12,2429562,476572038,476572038,PASS,0.146199,tau=23168547 n=12 g_4=2429562 Av_12=476572038
23168574,11,84196,39832604,39832604,PASS,0.007447,tau=23168574 n=11 g_3=84196 Av_11=39832604
23168574,12,2425084,476576516,476576516,PASS,0.170809,tau=23168574 n=12 g_4=2425084 Av_12=476576516
23168745,11,84113,39832687,39832687,PASS,0.007477,tau=23168745 n=11 g_3=84113 Av_11=39832687
23168745,12,2421026,476580574,476580574,PASS,0.150693,tau=23168745 n=12 g_4=2421026 Av_12=476580574
23168754,11,84113,39832687,39832687,PASS,0.010092,tau=23168754 n=11 g_3=84113 Av_11=39832687
23168754,12,2420998,476580602,476580602,PASS,0.149099,tau=23168754 n=12 g_4=2420998 Av_12=476580602
23175684,11,84198,39832602,39832602,PASS,0.006995,tau=23175684 n=11 g_3=84198 Av_11=39832602
23175684,12,2425335,476576265,476576265,PASS,0.150790,tau=23175684 n=12 g_4=2425335 Av_12=476576265
23175846,11,84285,39832515,39832515,PASS,0.006996,tau=23175846 n=11 g_3=84285 Av_11=39832515
23175846,12,2429758,476571842,476571842,PASS,0.171518,tau=23175846 n=12 g_4=2429758 Av_12=476571842
23175864,11,84196,39832604,39832604,PASS,0.006701,tau=23175864 n=11 g_3=84196 Av_11=39832604
23175864,12,2425084,476576516,476576516,PASS,0.156372,tau=23175864 n=12 g_4=2425084 Av_12=476576516
23176584,11,84116,39832684,39832684,PASS,0.007102,tau=23176584 n=11 g_3=84116 Av_11=39832684
23176584,12,2421239,476580361,476580361,PASS,0.173136,tau=23176584 n=12 g_4=2421239 Av_12=476580361
23176845,11,84113,39832687,39832687,PASS,0.007093,tau=23176845 n=11 g_3=84113 Av_11=39832687
23176845,12,2421026,476580574,476580574,PASS,0.144541,tau=23176845 n=12 g_4=2421026 Av_12=476580574
23176854,11,84113,39832687,39832687,PASS,0.006978,tau=23176854 n=11 g_3=84113 Av_11=39832687
23176854,12,2420974,476580626,476580626,PASS,0.144086,tau=23176854 n=12 g_4=2420974 Av_12=476580626
23178564,11,84023,39832777,39832777,PASS,0.006610,tau=23178564 n=11 g_3=84023 Av_11=39832777
23178564,12,2416188,476585412,476585412,PASS,0.190720,tau=23178564 n=12 g_4=2416188 Av_12=476585412
23178645,11,84024,39832776,39832776,PASS,0.006840,tau=23178645 n=11 g_3=84024 Av_11=39832776
23178645,12,2416355,476585245,476585245,PASS,0.196202,tau=23178645 n=12 g_4=2416355 Av_12=476585245
23178654,11,84024,39832776,39832776,PASS,0.007014,tau=23178654 n=11 g_3=84024 Av_11=39832776
23178654,12,2416259,476585341,476585341,PASS,0.150402,tau=23178654 n=12 g_4=2416259 Av_12=476585341
23185674,11,84023,39832777,39832777,PASS,0.007047,tau=23185674 n=11 g_3=84023 Av_11=39832777
23185674,12,2416243,476585357,476585357,PASS,0.149033,tau=23185674 n=12 g_4=2416243 Av_12=476585357
23185764,11,84194,39832606,39832606,PASS,0.007889,tau=23185764 n=11 g_3=84194 Av_11=39832606
23185764,12,2424876,476576724,476576724,PASS,0.160631,tau=23185764 n=12 g_4=2424876 Av_12=476576724
23186574,11,84194,39832606,39832606,PASS,0.007452,tau=23186574 n=11 g_3=84194 Av_11=39832606
23186574,12,2424929,476576671,476576671,PASS,0.153038,tau=23186574 n=12 g_4=2424929 Av_12=476576671
23186754,11,84023,39832777,39832777,PASS,0.007728,tau=23186754 n=11 g_3=84023 Av_11=39832777
23186754,12,2416185,476585415,476585415,PASS,0.155383,tau=23186754 n=12 g_4=2416185 Av_12=476585415
23416785,11,84024,39832776,39832776,PASS,0.006822,tau=23416785 n=11 g_3=84024 Av_11=39832776
23416785,12,2416330,476585270,476585270,PASS,0.145263,tau=23416785 n=12 g_4=2416330 Av_12=476585270
23416857,11,84109,39832691,39832691,PASS,0.007572,tau=23416857 n=11 g_3=84109 Av_11=39832691
23416857,12,2420602,476580998,476580998,PASS,0.152182,tau=23416857 n=12 g_4=2420602 Av_12=476580998
23416875,11,84109,39832691,39832691,PASS,0.008043,tau=23416875 n=11 g_3=84109 Av_11=39832691
23416875,12,2420614,476580986,476580986,PASS,0.147268,tau=23416875 n=12 g_4=2420614 Av_12=476580986
23417586,11,84109,39832691,39832691,PASS,0.007728,tau=23417586 n=11 g_3=84109 Av_11=39832691
23417586,12,2420604,476580996,476580996,PASS,0.159446,tau=23417586 n=12 g_4=2420604 Av_12=476580996
23417685,11,84109,39832691,39832691,PASS,0.006973,tau=23417685 n=11 g_3=84109 Av_11=39832691
23417685,12,2420616,476580984,476580984,PASS,0.144435,tau=23417685 n=12 g_4=2420616 Av_12=476580984
23417856,11,84024,39832776,39832776,PASS,0.007211,tau=23417856 n=11 g_3=84024 Av_11=39832776
23417856,12,2416321,476585279,476585279,PASS,0.144956,tau=23417856 n=12 g_4=2416321 Av_12=476585279
23417865,11,84024,39832776,39832776,PASS,0.007584,tau=23417865 n=11 g_3=84024 Av_11=39832776
23417865,12,2416314,476585286,476585286,PASS,0.146412,tau=23417865 n=12 g_4=2416314 Av_12=476585286
23418567,11,84024,39832776,39832776,PASS,0.007611,tau=23418567 n=11 g_3=84024 Av_11=39832776
23418567,12,2416326,476585274,476585274,PASS,0.148098,tau=23418567 n=12 g_4=2416326 Av_12=476585274
23418576,11,84109,39832691,39832691,PASS,0.006444,tau=23418576 n=11 g_3=84109 Av_11=39832691
23418576,12,2420610,476580990,476580990,PASS,0.161427,tau=23418576 n=12 g_4=2420610 Av_12=476580990
23418657,11,84109,39832691,39832691,PASS,0.007322,tau=23418657 n=11 g_3=84109 Av_11=39832691
23418657,12,2420614,476580986,476580986,PASS,0.146085,tau=23418657 n=12 g_4=2420614 Av_12=476580986
